screen_name,text
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
mac123_m,"\xe2\x9c\x85free prescriptions \xe2\x9c\x855,000 new gp's trained annually &amp; 27m extra appointments \xe2\x9c\x85 \xc2\xa310 living wage at 16 \xe2\x9c\x85national network of e\xe2\x80\xa6"""
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
otunbakush1,"no 2, mercedes benz c300 ( 2015) all model of this car was recalled due to fire, you can park and it will still catch fir\xe2\x80\xa6'"
channelnewsasia,mercedes recalls eqc electric car due to potentially faulty bolt https://t.co/s8lhckdjy3 https://t.co/0bsxmq91ig'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
pittman_george,also demands end of combustion engines. how about those electric car owners in ca w/out power? \xf0\x9f\xa4\x94 can\xe2\x80\x99t fix \xe2\x80\x98stupid\xe2\x80\x99...\xe2\x80\xa6'
pittman_george,also demands end of combustion engines. how about those electric car owners in ca w/out power? \xf0\x9f\xa4\x94 can\xe2\x80\x99t fix \xe2\x80\x98stupid\xe2\x80\x99...\xe2\x80\xa6'
exquisitbeautyy,#thecosmocooler \xf0\x9f\x8c\xba \xe2\x9d\x84\xef\xb8\x8f keeps your products cool and refreshing \xe2\x9d\x84\xef\xb8\x8f prolong the shelf life of your expensive products \xe2\x9d\x84\xef\xb8\x8f p\xe2\x80\xa6'
reutersplus,collaboration is powering the next generation of electric and hybrid vehicles. reducing the weight of car components by up\xe2\x80\xa6'
reutersplus,collaboration is powering the next generation of electric and hybrid vehicles. reducing the weight of car components by up\xe2\x80\xa6'
alphanewsmn,"minnesota governor walz @govtimwalz pushes ""clean car minnesota"" initiative. paid by a tax on the poor &amp; working class\xe2\x80\xa6'"
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
pittman_george,also demands end of combustion engines. how about those electric car owners in ca w/out power? \xf0\x9f\xa4\x94 can\xe2\x80\x99t fix \xe2\x80\x98stupid\xe2\x80\x99...\xe2\x80\xa6'
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
mojos55,"replying to @jeremycorbyn \xe2\x9c\x85free prescriptions \xe2\x9c\x855,000 new gp's trained annually &amp; 27m extra appointments \xe2\x9c\x85 \xc2\xa310 living wage at\xe2\x80\xa6"""
newtimesrwanda,"watch: prime minister @edngirente drives the e-golf during the launch of @vwrwanda's first electric car in #rwanda. htt\xe2\x80\xa6"""
pittman_george,also demands end of combustion engines. how about those electric car owners in ca w/out power? \xf0\x9f\xa4\x94 can\xe2\x80\x99t fix \xe2\x80\x98stupid\xe2\x80\x99...\xe2\x80\xa6'
aukehoekstra,"an electric car in the netherlands emits 6x less co2 than a comparable gasoline car when you look over it's entire lifeti\xe2\x80\xa6"""
pittman_george,also demands end of combustion engines. how about those electric car owners in ca w/out power? \xf0\x9f\xa4\x94 can\xe2\x80\x99t fix \xe2\x80\x98stupid\xe2\x80\x99...\xe2\x80\xa6'
reutersplus,collaboration is powering the next generation of electric and hybrid vehicles. reducing the weight of car components by up\xe2\x80\xa6'
alphanewsmn,"minnesota governor walz @govtimwalz pushes ""clean car minnesota"" initiative. paid by a tax on the poor &amp; working class\xe2\x80\xa6'"
pittman_george,also demands end of combustion engines. how about those electric car owners in ca w/out power? \xf0\x9f\xa4\x94 can\xe2\x80\x99t fix \xe2\x80\x98stupid\xe2\x80\x99...\xe2\x80\xa6'
otunbakush1,"no 2, mercedes benz c300 ( 2015) all model of this car was recalled due to fire, you can park and it will still catch fir\xe2\x80\xa6'"
pittman_george,also demands end of combustion engines. how about those electric car owners in ca w/out power? \xf0\x9f\xa4\x94 can\xe2\x80\x99t fix \xe2\x80\x98stupid\xe2\x80\x99...\xe2\x80\xa6'
pittman_george,also demands end of combustion engines. how about those electric car owners in ca w/out power? \xf0\x9f\xa4\x94 can\xe2\x80\x99t fix \xe2\x80\x98stupid\xe2\x80\x99...\xe2\x80\xa6'
alphanewsmn,"minnesota governor walz @govtimwalz pushes ""clean car minnesota"" initiative. paid by a tax on the poor &amp; working class\xe2\x80\xa6'"
alphanewsmn,"minnesota governor walz @govtimwalz pushes ""clean car minnesota"" initiative. paid by a tax on the poor &amp; working class\xe2\x80\xa6'"
electriccarsite,tesla model 3 becomes first electric car approved as nyc yellow cab https://t.co/fqdttimdbs'
greenguruguides,test drive results 2020 honda insight hybrid electric car at austin city\xc2\xa0limits https://t.co/pvkyxvb1gk https://t.co/9\xe2\x80\xa6'
iameco,test drive results 2020 honda insight hybrid electric car at austin city\xc2\xa0limits https://t.co/t4vkuvjila https://t.co/khtypa2lq9'
agreeongreen,test drive results 2020 honda insight hybrid electric car at austin city\xc2\xa0limits https://t.co/kavzwrpuin https://t.co/tjcf\xe2\x80\xa6'
bogbadamosi,"game over for oil. i've been telling you this day would come soon. praise god. this has serious implications for the peopl\xe2\x80\xa6"""
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
pittman_george,also demands end of combustion engines. how about those electric car owners in ca w/out power? \xf0\x9f\xa4\x94 can\xe2\x80\x99t fix \xe2\x80\x98stupid\xe2\x80\x99...\xe2\x80\xa6'
electrekco,tesla model 3 becomes first electric car approved as nyc yellow cab https://t.co/r8gsbifbx7 by @fredericlambert https://t.c\xe2\x80\xa6'
torres_samar,"i'm not going to lie, this is the best purchase i've made of 2019\xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f https://t.co/p5avicgprt"""
alphanewsmn,"minnesota governor walz @govtimwalz pushes ""clean car minnesota"" initiative. paid by a tax on the poor &amp; working class\xe2\x80\xa6'"
theelonews,tesla model 3 becomes first electric car approved as nyc yellow cab - electrek https://t.co/usp9q4sjew'
jasonbordoff,@coralmdavenport @hirokotabuchi most if not all car manufacturers are moving to 100% elec\xe2\x80\xa6 https://t.co/x04hybcygf'
hurricane_smutt,72 hours left to bid on this handsome orc https://t.co/ywlxgt7iec'
mac123_m,"@jeremycorbyn \xe2\x9c\x85free prescriptions \xe2\x9c\x855,000 new gp's trained annually &amp; 27m extra appointments \xe2\x9c\x85 \xc2\xa310 living wage at 16 \xe2\x9c\x85nationa\xe2\x80\xa6"""
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
pittman_george,also demands end of combustion engines. how about those electric car owners in ca w/out power? \xf0\x9f\xa4\x94 can\xe2\x80\x99t fix \xe2\x80\x98stupid\xe2\x80\x99...\xe2\x80\xa6'
wvstateu,"watch the football season's biggest rivalry game against uc this saturday live on @wowk13news! this game was chosen as the @n\xe2\x80\xa6"""
pittman_george,also demands end of combustion engines. how about those electric car owners in ca w/out power? \xf0\x9f\xa4\x94 can\xe2\x80\x99t fix \xe2\x80\x98stupid\xe2\x80\x99...\xe2\x80\xa6'
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
mac123_m,"@jeremycorbyn \xe2\x9c\x85free prescriptions \xe2\x9c\x855,000 new gp's trained annually &amp; 27m extra appointments \xe2\x9c\x85 \xc2\xa310 living wage at 16 \xe2\x9c\x85nationa\xe2\x80\xa6"""
alphanewsmn,"minnesota governor walz @govtimwalz pushes ""clean car minnesota"" initiative. paid by a tax on the poor &amp; working class\xe2\x80\xa6'"
pittman_george,also demands end of combustion engines. how about those electric car owners in ca w/out power? \xf0\x9f\xa4\x94 can\xe2\x80\x99t fix \xe2\x80\x98stupid\xe2\x80\x99...\xe2\x80\xa6'
driveelectrichi,"celebrate 10,000 registered passenger electric vehicles on hawaii roadways! car washes across the state will be offeri\xe2\x80\xa6'"
mac123_m,"@jeremycorbyn \xe2\x9c\x85free prescriptions \xe2\x9c\x855,000 new gp's trained annually &amp; 27m extra appointments \xe2\x9c\x85 \xc2\xa310 living wage at 16 \xe2\x9c\x85nationa\xe2\x80\xa6"""
dassault3ds,"a designer took creativity to the next level, envisioning a concept car honoring his favorite performer, david bowie, with\xe2\x80\xa6'"
pittman_george,also demands end of combustion engines. how about those electric car owners in ca w/out power? \xf0\x9f\xa4\x94 can\xe2\x80\x99t fix \xe2\x80\x98stupid\xe2\x80\x99...\xe2\x80\xa6'
pittman_george,also demands end of combustion engines. how about those electric car owners in ca w/out power? \xf0\x9f\xa4\x94 can\xe2\x80\x99t fix \xe2\x80\x98stupid\xe2\x80\x99...\xe2\x80\xa6'
mac123_m,"\xe2\x9c\x85free prescriptions \xe2\x9c\x855,000 new gp's trained annually &amp; 27m extra appointments \xe2\x9c\x85 \xc2\xa310 living wage at 16 \xe2\x9c\x85national network of e\xe2\x80\xa6"""
pittman_george,also demands end of combustion engines. how about those electric car owners in ca w/out power? \xf0\x9f\xa4\x94 can\xe2\x80\x99t fix \xe2\x80\x98stupid\xe2\x80\x99...\xe2\x80\xa6'
baileyjer,schemer schumer\xe2\x80\x99s meaningless gesture that will resolve nothing. \xe2\x80\xa6 has chuck schumer got an electric car deal for you https:\xe2\x80\xa6'
free_energy2016,now this matters: trevor jackson invents electric car battery that lasts 1.500 miles per charge... interesting detail:\xe2\x80\xa6'
fordcanada,"#watch: the future arrives on nov. 17 as our all-electric, mustang-inspired suv takes shape. \xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x94\x8c\xf0\x9f\x90\x8e https://t.co/328bqu0iyy'"
tweetlikeacar,mercedes benz sls amg black series https://t.co/p8hgrhy9cm'
pittman_george,also demands end of combustion engines. how about those electric car owners in ca w/out power? \xf0\x9f\xa4\x94 can\xe2\x80\x99t fix \xe2\x80\x98stupid\xe2\x80\x99...\xe2\x80\xa6'
pittman_george,also demands end of combustion engines. how about those electric car owners in ca w/out power? \xf0\x9f\xa4\x94 can\xe2\x80\x99t fix \xe2\x80\x98stupid\xe2\x80\x99...\xe2\x80\xa6'
davidamccormick,p.s. i just bought an electric bike for the institute of neuroscience and will give it to anyone that vows to ride it\xe2\x80\xa6'
teslahistorian,"tesla on the news - 4 years ago: ""toyota\'s mirai launch means the fuel-cell car has officially made the move from conc\xe2\x80\xa6'"
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
jennyenicholson,"concept: a putt-putt halloween game called putt-putt sees a ghost, it's set in a haunted castle and he meets car versi\xe2\x80\xa6"""
kochdocs,"new post on the #koch attack on electric vehicles from @benjervey and @desmogblog! and, more from ben on our website! https\xe2\x80\xa6'"
jennyenicholson,"concept: a putt-putt halloween game called putt-putt sees a ghost, it's set in a haunted castle and he meets car versi\xe2\x80\xa6"""
bogbadamosi,"game over for oil. i've been telling you this day would come soon. praise god. this has serious implications for the peopl\xe2\x80\xa6"""
kochdocs,"new post on the #koch attack on electric vehicles from @benjervey and @desmogblog! and, more from ben on our website! https\xe2\x80\xa6'"
pittman_george,also demands end of combustion engines. how about those electric car owners in ca w/out power? \xf0\x9f\xa4\x94 can\xe2\x80\x99t fix \xe2\x80\x98stupid\xe2\x80\x99...\xe2\x80\xa6'
jennyenicholson,"concept: a putt-putt halloween game called putt-putt sees a ghost, it's set in a haunted castle and he meets car versi\xe2\x80\xa6"""
bogbadamosi,"game over for oil. i've been telling you this day would come soon. praise god. this has serious implications for the peopl\xe2\x80\xa6"""
jennyenicholson,"concept: a putt-putt halloween game called putt-putt sees a ghost, it's set in a haunted castle and he meets car versi\xe2\x80\xa6"""
alphanewsmn,"minnesota governor walz @govtimwalz pushes ""clean car minnesota"" initiative. paid by a tax on the poor &amp; working class\xe2\x80\xa6'"
siemens_energy,#icymi: \xf0\x9f\x93\xa2 register for our free #webinar to learn more about hybrid #powerplants &amp; how they could use #renewable fuels\xe2\x80\xa6'
jennyenicholson,"concept: a putt-putt halloween game called putt-putt sees a ghost, it's set in a haunted castle and he meets car versi\xe2\x80\xa6"""
yarjan_baloch,"cambridge university team build uk's most efficient electric car https://t.co/ria4sriqjd via @dezeen"""
not_bs91,@mehta24772485 @ashutoshkrup @ansarraza16 @kapilmishra_ind @sumansh58123278 @__r_a_j_ @cutiem0nkey @shakra_kulish @aishwariya\xe2\x80\xa6'
otunbakush1,"no 2, mercedes benz c300 ( 2015) all model of this car was recalled due to fire, you can park and it will still catch fir\xe2\x80\xa6'"
hallaboutafrica,1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
mac123_m,"@jeremycorbyn \xe2\x9c\x85free prescriptions \xe2\x9c\x855,000 new gp's trained annually &amp; 27m extra appointments \xe2\x9c\x85 \xc2\xa310 living wage at 16 \xe2\x9c\x85nationa\xe2\x80\xa6"""
